advertiser,media_type,year,amount_usd,status,source
SEGLE,sitios_apps,2026,566.74,pendiente,Monitoreo de medios - consolidado 2026
RACKERS (ALMACENAJE INDUSTRIAL),revistas,2026,823.68,pendiente,Monitoreo de medios - consolidado 2026
LA TEJEDORA S.A.,prensa,2026,690.66,pendiente,Monitoreo de medios - consolidado 2026
ABEL OLIVES,radio,2026,572.79,pendiente,Monitoreo de medios - consolidado 2026
ANISA JABONERIA,sitios_apps,2026,528.04,pendiente,Monitoreo de medios - consolidado 2026
ASHLEY,sitios_apps,2026,528.04,pendiente,Monitoreo de medios - consolidado 2026
HIFLY,sitios_apps,2026,528.04,pendiente,Monitoreo de medios - consolidado 2026
LOVE,sitios_apps,2026,528.04,pendiente,Monitoreo de medios - consolidado 2026
AVITALSA,radio,2026,437.5,pendiente,Monitoreo de medios - consolidado 2026
HUASQUILA AMAZON LONG,radio,2026,396.45,pendiente,Monitoreo de medios - consolidado 2026
SEÑORA LEY ABOGADOS ESPECIALISTAS,radio,2026,720.77,pendiente,Monitoreo de medios - consolidado 2026
MOTORAUSTRO,sitios_apps,2026,533.12,pendiente,Monitoreo de medios - consolidado 2026
DOCTOR PIE,sitios_apps,2026,537.09,pendiente,Monitoreo de medios - consolidado 2026
FV- AREA ANDINA S.A.,sitios_apps,2026,537.09,pendiente,Monitoreo de medios - consolidado 2026
UNID. EDUC. EDUCAMUNDO,radio,2026,658.55,pendiente,Monitoreo de medios - consolidado 2026
LA CUSPIDE,sitios_apps,2026,520.03,pendiente,Monitoreo de medios - consolidado 2026
FIRMAS ELECTRONICAS.EC,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
FIRMAS ELECTRONICAS.EC,radio,2026,183.11,pendiente,Monitoreo de medios - consolidado 2026
CARTIER BOUTIQUE,sitios_apps,2026,534.74,pendiente,Monitoreo de medios - consolidado 2026
VIDA LIBROS,sitios_apps,2026,508.04,pendiente,Monitoreo de medios - consolidado 2026
DUTY FREE,sitios_apps,2026,470.02,pendiente,Monitoreo de medios - consolidado 2026
COMERCIAL ALVARADO,radio,2026,165.83,pendiente,Monitoreo de medios - consolidado 2026
BIODIMED,sitios_apps,2026,530.17,pendiente,Monitoreo de medios - consolidado 2026
DISCOVERY FOOT WEAR,sitios_apps,2026,530.17,pendiente,Monitoreo de medios - consolidado 2026
DOT SUSHI,sitios_apps,2026,530.17,pendiente,Monitoreo de medios - consolidado 2026
ECUAMAQ,sitios_apps,2026,530.17,pendiente,Monitoreo de medios - consolidado 2026
LA CASA DE LA LUZ,sitios_apps,2026,530.17,pendiente,Monitoreo de medios - consolidado 2026
SHOPIN,sitios_apps,2026,530.17,pendiente,Monitoreo de medios - consolidado 2026
ARKOS SISTEMAS ARQUITECTONICOS,sitios_apps,2026,496.04,pendiente,Monitoreo de medios - consolidado 2026
DAMEN SHIPYARDS,sitios_apps,2026,496.04,pendiente,Monitoreo de medios - consolidado 2026
ENVATUB S.A.,sitios_apps,2026,496.04,pendiente,Monitoreo de medios - consolidado 2026
EXPOFERIA 2 RUEDAS,sitios_apps,2026,496.04,pendiente,Monitoreo de medios - consolidado 2026
KUBIEC,sitios_apps,2026,496.04,pendiente,Monitoreo de medios - consolidado 2026
REST. LA BALANDRA,sitios_apps,2026,496.04,pendiente,Monitoreo de medios - consolidado 2026
SORISEG CIA. LTDA.,sitios_apps,2026,496.04,pendiente,Monitoreo de medios - consolidado 2026
TASTY ROOTS,sitios_apps,2026,496.04,pendiente,Monitoreo de medios - consolidado 2026
TETRA PAK,sitios_apps,2026,496.04,pendiente,Monitoreo de medios - consolidado 2026
MUNIC. DEL CANTON RIOVERDE,prensa,2026,699.08,pendiente,Monitoreo de medios - consolidado 2026
DUNKIN DONUT'S,sitios_apps,2026,501.12,pendiente,Monitoreo de medios - consolidado 2026
ITEC,sitios_apps,2026,501.12,pendiente,Monitoreo de medios - consolidado 2026
TINTA CAFE,sitios_apps,2026,501.12,pendiente,Monitoreo de medios - consolidado 2026
ALMACENES SANTA CLARA,sitios_apps,2026,442.46,pendiente,Monitoreo de medios - consolidado 2026
HIKVISION,sitios_apps,2026,442.46,pendiente,Monitoreo de medios - consolidado 2026
PIONEROSCORP,sitios_apps,2026,442.46,pendiente,Monitoreo de medios - consolidado 2026
DIPLOMADO DE PERIODISMO DEPORTIVO,radio,2026,529.35,pendiente,Monitoreo de medios - consolidado 2026
GRANCAT,radio,2026,552.79,pendiente,Monitoreo de medios - consolidado 2026
CORAPE,sitios_apps,2026,488.03,pendiente,Monitoreo de medios - consolidado 2026
DIPPING COOKIES,sitios_apps,2026,488.03,pendiente,Monitoreo de medios - consolidado 2026
EDIMCA,sitios_apps,2026,488.03,pendiente,Monitoreo de medios - consolidado 2026
PEGADA,sitios_apps,2026,488.03,pendiente,Monitoreo de medios - consolidado 2026
ANTAGONIC,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
ARCUS DENTIS,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
BOLSA DE VALORES DE QUITO,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
BSMART,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
CATEDRAL DEL CAFE,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
CENTRO CULTURAL MAMA CUCHARA,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
CLINICA FUNCIONAL,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
COMPUTRON,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
DULCERIA LA PALMA,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
DURAN CITY,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
E&A NAIL ART,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
ECUAENVASES,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
ECUAPOLIZAS,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
EFIT ECUADOR,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
EMBUTIDOS DE LOS FRAILES,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
ESTRUSA,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
FARMACIAS KEYLA,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
FERRETERIA ORIENTAL,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
FINCA YARUQUI,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
FRIO VESA,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
GIANCARLO WINE,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
HADASSAH SPA,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
HOTEL ROSIM,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
INTERIOR SPACE,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
JCB,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
JOYERIA AYL,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
LA MINA,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
LAVUU,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
MARIACHI SOL DE MEXICO,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
NAPOLEON LIBRERIA,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
NOVARED,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
OPTICA VISION INTERNACIONAL,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
REY BOLON,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
RUNNING COAST,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
SCIENZA BODY CARE,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
SETECO,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
SUL BIBLOS,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
TEXMODA,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
VENUS FILME,sitios_apps,2026,511.89,pendiente,Monitoreo de medios - consolidado 2026
LA CANCHITA DEL ASTILLERO,radio,2026,610.82,pendiente,Monitoreo de medios - consolidado 2026
INOCAR,radio,2026,405.45,pendiente,Monitoreo de medios - consolidado 2026
FORD,radio,2026,647.24,pendiente,Monitoreo de medios - consolidado 2026
MERCADO DE IND.ESCENICAS Y MUSICALES,tv_abierta,2026,77.61,pendiente,Monitoreo de medios - consolidado 2026
INSA,otros,2026,687.12,pendiente,Monitoreo de medios - consolidado 2026
AGROW,radio,2026,631.4,pendiente,Monitoreo de medios - consolidado 2026
COOP. PADRE JULIAN LORENTE LTDA.,prensa,2026,685.63,pendiente,Monitoreo de medios - consolidado 2026
FINAN COOP,prensa,2026,685.63,pendiente,Monitoreo de medios - consolidado 2026
FINANCOOP,prensa,2026,685.63,pendiente,Monitoreo de medios - consolidado 2026
GENERALI,prensa,2026,685.63,pendiente,Monitoreo de medios - consolidado 2026
AGRO ACEITES S.A.,prensa,2026,618.98,pendiente,Monitoreo de medios - consolidado 2026
UNID. EDUC. INFORMATICA PORTOVIEJO,prensa,2026,420.05,pendiente,Monitoreo de medios - consolidado 2026
ASEVIG CIA. LTDA,prensa,2026,614.8,pendiente,Monitoreo de medios - consolidado 2026
GRUPO VILASECA,prensa,2026,614.8,pendiente,Monitoreo de medios - consolidado 2026
CLINICA OFTALMOLOGICA CIVE,sitios_apps,2026,104.68,pendiente,Monitoreo de medios - consolidado 2026
CLINICA OFTALMOLOGICA CIVE,radio,2026,734.96,pendiente,Monitoreo de medios - consolidado 2026
ARMOCAR,radio,2026,344.69,pendiente,Monitoreo de medios - consolidado 2026
PROMOTORA INM. PROZONAS S.A.,radio,2026,297.57,pendiente,Monitoreo de medios - consolidado 2026
COOP. CACPE BIBLIAN LTDA.,prensa,2026,672.19,pendiente,Monitoreo de medios - consolidado 2026
HISPANAMUR S.A.,prensa,2026,606.28,pendiente,Monitoreo de medios - consolidado 2026
CREAR ONLINE,radio,2026,771.89,pendiente,Monitoreo de medios - consolidado 2026
MR. PRICE,sitios_apps,2026,481.12,pendiente,Monitoreo de medios - consolidado 2026
CASA NOVO,sitios_apps,2026,493.61,pendiente,Monitoreo de medios - consolidado 2026
CUBITT,sitios_apps,2026,493.61,pendiente,Monitoreo de medios - consolidado 2026
MOON CHINA,sitios_apps,2026,493.61,pendiente,Monitoreo de medios - consolidado 2026
PANCHOS KITCHEN,sitios_apps,2026,493.61,pendiente,Monitoreo de medios - consolidado 2026
PORTANA PUB,sitios_apps,2026,493.61,pendiente,Monitoreo de medios - consolidado 2026
YORK INTERNATIONAL,sitios_apps,2026,493.61,pendiente,Monitoreo de medios - consolidado 2026
COMECSA PORTOVIEJO,sitios_apps,2026,468.03,pendiente,Monitoreo de medios - consolidado 2026
INDUSUR,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
INDUSUR,prensa,2026,71.7,pendiente,Monitoreo de medios - consolidado 2026
HOPITAL SANTAMARIA,radio,2026,411.34,pendiente,Monitoreo de medios - consolidado 2026
AEROPOSTALE,sitios_apps,2026,464.56,pendiente,Monitoreo de medios - consolidado 2026
ICEMAN,sitios_apps,2026,457.16,pendiente,Monitoreo de medios - consolidado 2026
ASESORIA MIGRATORIA,radio,2026,502.2,pendiente,Monitoreo de medios - consolidado 2026
ASISTENCIA MEDICA ECUADOR,radio,2026,98.35,pendiente,Monitoreo de medios - consolidado 2026
GENESIS MED,radio,2026,315.02,pendiente,Monitoreo de medios - consolidado 2026
COOP. DE VIVIENDA PEDRO JOSE RODRIGUEZ,prensa,2026,572.7,pendiente,Monitoreo de medios - consolidado 2026
ESCOSAN,radio,2026,477.59,pendiente,Monitoreo de medios - consolidado 2026
CARTONERA PICHINCHA,sitios_apps,2026,466.19,pendiente,Monitoreo de medios - consolidado 2026
SIDNEY ARCENTALES-DULCAMARE,radio,2026,492.59,pendiente,Monitoreo de medios - consolidado 2026
BANCO PROMERICA,sitios_apps,2026,413.53,pendiente,Monitoreo de medios - consolidado 2026
UNIV. DE INVEST.  INNOV. DE MEXI (UIIX),sitios_apps,2026,413.53,pendiente,Monitoreo de medios - consolidado 2026
BODY NATUR,sitios_apps,2026,449.12,pendiente,Monitoreo de medios - consolidado 2026
KALIDO,sitios_apps,2026,449.12,pendiente,Monitoreo de medios - consolidado 2026
PRESIDENTE,sitios_apps,2026,449.12,pendiente,Monitoreo de medios - consolidado 2026
ORMEDIC,sitios_apps,2026,300.02,pendiente,Monitoreo de medios - consolidado 2026
ORMEDIC,prensa,2026,175.5,pendiente,Monitoreo de medios - consolidado 2026
LIFE TRIP,radio,2026,743.37,pendiente,Monitoreo de medios - consolidado 2026
BUHO MARKET,sitios_apps,2026,457.05,pendiente,Monitoreo de medios - consolidado 2026
CLINICA PASTEUR,sitios_apps,2026,457.05,pendiente,Monitoreo de medios - consolidado 2026
DELICATTO PIGGIS,sitios_apps,2026,457.05,pendiente,Monitoreo de medios - consolidado 2026
LIBRERIA URDESA,sitios_apps,2026,457.05,pendiente,Monitoreo de medios - consolidado 2026
MARA WOMEN,sitios_apps,2026,457.05,pendiente,Monitoreo de medios - consolidado 2026
METRICA,sitios_apps,2026,164.54,pendiente,Monitoreo de medios - consolidado 2026
METRICA,radio,2026,318.81,pendiente,Monitoreo de medios - consolidado 2026
MEDACTIVA,radio,2026,499.47,pendiente,Monitoreo de medios - consolidado 2026
INSPIRARTE FESTIVAL,radio,2026,471.14,pendiente,Monitoreo de medios - consolidado 2026
AUTOS JUAN SERRANO,sitios_apps,2026,425.98,pendiente,Monitoreo de medios - consolidado 2026
IGUANA SHOWS,tv_abierta,2026,146.56,pendiente,Monitoreo de medios - consolidado 2026
NAVAS FILMS,revistas,2026,643.5,pendiente,Monitoreo de medios - consolidado 2026
JM LOAYZA,prensa,2026,535.77,pendiente,Monitoreo de medios - consolidado 2026
ASO. TRABAJ. DE PETROAMAZONAS,prensa,2026,591.52,pendiente,Monitoreo de medios - consolidado 2026
BILOXI COMIDA TIPICA,radio,2026,711.05,pendiente,Monitoreo de medios - consolidado 2026
DR. HERNANDO SANTILLAN,radio,2026,195.53,pendiente,Monitoreo de medios - consolidado 2026
INST. UNIVERSITARIO RUMIÑAHUI,radio,2026,195.53,pendiente,Monitoreo de medios - consolidado 2026
MEDECORPORATED S.A.,prensa,2026,591.52,pendiente,Monitoreo de medios - consolidado 2026
ALITAS DEL CADILLAC,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
ALL TECNOLOGYCS,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
ARQUIGAMA,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
BAGAN ECUATORIANA CIA. LTDA.,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
BARRIO,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
BIOSALUD CENTRO MEDICO,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
CRATER ROOFTOP BAR,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
CUERPO DE BOMBEROS DE PEDRO MONCAYO,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
CUTE,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
DERMEDICA - GT,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
DK CENTER,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
EL MERKATO.COM,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
ESCOBAR BEER,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
IMPORT. ALASKA,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
INKACOURIER,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
JY MUEBLES,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
LEXUS EDITORES,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
LIVE WELL,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
MORENO COMERCIO & CONSTRUCC,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
NAUDER,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
OPALS,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
PANIFICADORA AMBATO,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
PF CHANGS,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
PLAZA BP,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
REST. SPAGHETTI,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
SHINDAIWA,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
SINTOFIL,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
SKYBIZ TRAVEL,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
TANOSHII,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
TINTESA,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
TREE HUT,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
UNIDAD EDUCATIVA PAUL RIVET,sitios_apps,2026,416.03,pendiente,Monitoreo de medios - consolidado 2026
ZION ADMINISTRADORA DE FONDO,prensa,2026,589.13,pendiente,Monitoreo de medios - consolidado 2026
LA UNION COMPAÑIA NACIONAL DE SEGUROS,prensa,2026,587.94,pendiente,Monitoreo de medios - consolidado 2026
DELENCANTO,sitios_apps,2026,429.62,pendiente,Monitoreo de medios - consolidado 2026
ASEO TOTAL,radio,2026,859.46,pendiente,Monitoreo de medios - consolidado 2026
CAMARUN,radio,2026,349.55,pendiente,Monitoreo de medios - consolidado 2026
DEWALT,sitios_apps,2026,420.48,pendiente,Monitoreo de medios - consolidado 2026
LA CASA DEL ENCOBOLLADO,sitios_apps,2026,420.48,pendiente,Monitoreo de medios - consolidado 2026
ALMACOPIO,prensa,2026,549.53,pendiente,Monitoreo de medios - consolidado 2026
CHARROS & CHURROS,sitios_apps,2026,409.12,pendiente,Monitoreo de medios - consolidado 2026
ESCUALEM S.A.,prensa,2026,564.04,pendiente,Monitoreo de medios - consolidado 2026
DR. JOSE SACOTO NAVIA,tv_abierta,2026,54.65,pendiente,Monitoreo de medios - consolidado 2026
XBRI,radio,2026,421.11,pendiente,Monitoreo de medios - consolidado 2026
LA GRAN LIQUIDACION GUAYACA,radio,2026,116.48,pendiente,Monitoreo de medios - consolidado 2026
C. C. N. U.,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
C. C. N. U.,radio,2026,2.63,pendiente,Monitoreo de medios - consolidado 2026
COOP. VICENTINA,prensa,2026,548.5,pendiente,Monitoreo de medios - consolidado 2026
ECUADORIAN PILOT SERVICE S.A.,prensa,2026,548.5,pendiente,Monitoreo de medios - consolidado 2026
MAXILAR FACE,radio,2026,426.87,pendiente,Monitoreo de medios - consolidado 2026
NEDELECSA/NEGOCIOS DEL ECUADOR S.A,prensa,2026,548.5,pendiente,Monitoreo de medios - consolidado 2026
EL DIARIO DE PORTOVIEJO,prensa,2026,336.04,pendiente,Monitoreo de medios - consolidado 2026
CARAVANA TV,radio,2026,414.55,pendiente,Monitoreo de medios - consolidado 2026
GOMASDIN,radio,2026,499.28,pendiente,Monitoreo de medios - consolidado 2026
300 RESTO,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
ACTIVA TU SOFTWARE,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
AGENSITUR,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
AGNUS,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
ARMONIA ESCUELA DE MUSICA,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
ATRIO DE MURANO,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
BALANDRA REST.,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
BATH AND BODY WORKS,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
CAMPO VIEJO EMPANADAS,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
CARAN CERVEZA,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
CARMAOS CEVICHES,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
CERVEZA SANTA ROSA,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
CLINICA SOMEC,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
COLE HAAN,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
CONHPOL,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
CONSUPLAST,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
CRETA RESTAURANTE,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
DARK HUNTER,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
DORMILEON,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
DULCO,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
EL MANANTIAL BAR,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
ELECTROMART,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
GEOCONCRET SA,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
GODADDY,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
GONZHAUS,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
GOODYEAR,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
HAMS,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
HUEVOS AVITO,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
HYDRAFLEX,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
KERALUX,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
KUALITY,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
KUNTUR,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
LASER LUXE,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
LUNAE,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
MACWORLD,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
MANGO,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
MEDIFOOT,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
MEGA ACUSTICA,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
MELTIS,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
MIGAJAS,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
MLILY,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
MONO DEL RIO,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
MUNDO CANGREJO,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
NACION TEXTIL,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
ORFA IMPORTACIONES,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
PLAYA ALEGRIA,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
PSC LISTA 6,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
REDCON 1,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
RONSON,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
ROX MOTOR,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
TULIPANESA S.A.,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
ZARU,sitios_apps,2026,402.2,pendiente,Monitoreo de medios - consolidado 2026
INDEPENDIENTE DEL VALLE F.C.,radio,2026,351.86,pendiente,Monitoreo de medios - consolidado 2026
PEDRO ELJURI,radio,2026,418.96,pendiente,Monitoreo de medios - consolidado 2026
SKYWELL,sitios_apps,2026,378.62,pendiente,Monitoreo de medios - consolidado 2026
ASADERO SUPER IDOLO,radio,2026,123.82,pendiente,Monitoreo de medios - consolidado 2026
FERNANDEZ,radio,2026,449.83,pendiente,Monitoreo de medios - consolidado 2026
TEATRO EXPERIMENTAL GUAYAQUIL,tv_abierta,2026,62.98,pendiente,Monitoreo de medios - consolidado 2026
FED. HOTELERA DEL ECUADOR,prensa,2026,254.86,pendiente,Monitoreo de medios - consolidado 2026
OK PRADOSPEED TRANSP. EJECUTIVO,prensa,2026,254.86,pendiente,Monitoreo de medios - consolidado 2026
CAMARA CONSTRUCCION GUAYAQUIL,prensa,2026,527.0,pendiente,Monitoreo de medios - consolidado 2026
INTEGRAL TRADE SOLUTIONS,radio,2026,484.4,pendiente,Monitoreo de medios - consolidado 2026
LA CENTRAL DELI SHOP,radio,2026,177.15,pendiente,Monitoreo de medios - consolidado 2026
Q AUTO DETAILING,radio,2026,434.37,pendiente,Monitoreo de medios - consolidado 2026
UNIMEDICA ORTIZ,prensa,2026,323.4,pendiente,Monitoreo de medios - consolidado 2026
USPORT,radio,2026,380.89,pendiente,Monitoreo de medios - consolidado 2026
LABOVIDA,sitios_apps,2026,331.85,pendiente,Monitoreo de medios - consolidado 2026
CEVI CHIROUS,radio,2026,269.27,pendiente,Monitoreo de medios - consolidado 2026
INT. FOOD SERVICES CORP.,prensa,2026,519.83,pendiente,Monitoreo de medios - consolidado 2026
SERVICAT,sitios_apps,2026,372.55,pendiente,Monitoreo de medios - consolidado 2026
BLUE SKY AGENCIA DE VIAJES,sitios_apps,2026,362.03,pendiente,Monitoreo de medios - consolidado 2026
EXPO CONSTRUCCION & VIVIENDA,prensa,2026,462.67,pendiente,Monitoreo de medios - consolidado 2026
CLICKDENTAL,radio,2026,304.8,pendiente,Monitoreo de medios - consolidado 2026
ARTES HARO RODOLFO,radio,2026,117.19,pendiente,Monitoreo de medios - consolidado 2026
JULIO GUERRA ACCINI,radio,2026,238.4,pendiente,Monitoreo de medios - consolidado 2026
MASCOT´S SALUD,radio,2026,446.87,pendiente,Monitoreo de medios - consolidado 2026
BAKELS,prensa,2026,308.34,pendiente,Monitoreo de medios - consolidado 2026
IMPORTADORA MAKA,sitios_apps,2026,370.21,pendiente,Monitoreo de medios - consolidado 2026
QRAR,prensa,2026,450.98,pendiente,Monitoreo de medios - consolidado 2026
NORTHOSPITAL,radio,2026,503.03,pendiente,Monitoreo de medios - consolidado 2026
LONDOÑO ARQUITECTOS,radio,2026,270.68,pendiente,Monitoreo de medios - consolidado 2026
MABE ECUADOR,sitios_apps,2026,325.46,pendiente,Monitoreo de medios - consolidado 2026
